id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
42205,11,8,114,898827,11,898816
42206,10,9,193,910800,10,910790
42207,11,-4,387,525093,11,525082
42208,15,16,296,1149269,15,1149254
42209,17,17,861,1184486,17,1184469
42210,6,-14,904,206142,6,206136
42211,5,10,989,958636,5,958631
42212,8,-8,254,380878,8,380870
42213,16,-10,102,335880,16,335864
42214,11,-11,572,308265,11,308254
42215,11,-6,35,459418,11,459407
42216,13,12,98,1022747,13,1022734
42217,17,-3,617,558697,17,558680
42218,9,-18,7,62627,9,62618
42219,7,14,628,1075926,7,1075919
42220,17,15,900,1123346,17,1123329
42221,9,-15,477,165821,9,165812
42222,10,11,583,980987,10,980977
42223,20,9,45,929401,20,929381
42224,14,5,953,810800,14,810786
42225,8,-7,542,417502,8,417494
42226,6,12,559,1011082,6,1011076
42227,18,-7,480,431937,18,431919
42228,15,-7,563,432546,15,432531
42229,11,10,831,966243,11,966232
42230,15,-12,183,273829,15,273814
42231,10,10,917,957271,10,957261
42232,16,11,816,996777,16,996761
42233,10,3,319,725910,10,725900
42234,18,8,201,899549,18,899531
42235,19,12,265,1024075,19,1024056
42236,9,-4,59,500609,9,500600
42237,6,10,208,941927,6,941921
42238,18,-1,702,621971,18,621953
42239,16,-16,79,147453,16,147437
42240,13,-20,691,28144,13,28131
42241,19,7,69,867528,19,867509
42242,11,-7,27,428523,11,428512
42243,13,-8,621,402237,13,402224
42244,17,-7,679,433224,17,433207
42245,11,-6,694,464482,11,464471
42246,16,-15,262,179654,16,179638
42247,13,0,89,648876,13,648863
42248,11,14,481,1089204,11,1089193
42249,17,-17,766,121339,17,121322
42250,19,11,203,992273,19,992254
42251,12,7,931,873632,12,873620
42252,13,-9,147,367637,13,367624
42253,8,-18,988,83947,8,83939
42254,17,18,878,1215354,17,1215337
42255,12,-19,16,54004,12,53992
42256,20,-12,129,273508,20,273488
42257,19,15,413,1119703,19,1119684
42258,15,-18,881,91590,15,91575
42259,7,-10,800,329779,7,329772
42260,7,2,295,694989,7,694982
42261,5,-15,342,162859,5,162854
42262,7,8,762,891935,7,891928
42263,17,12,105,1022803,17,1022786
42264,8,-9,223,348344,8,348336
42265,9,9,336,913812,9,913803
42266,11,-14,398,212672,11,212661
42267,12,-10,494,338727,12,338715
42268,16,-11,652,308929,16,308913
42269,6,-16,290,130270,6,130264
42270,19,7,989,874041,19,874022
42271,6,-18,514,73519,6,73513
42272,17,-12,636,277150,17,277133
42273,9,-19,926,51410,9,51401
42274,14,-4,216,523786,14,523772
42275,7,17,520,1166487,7,1166480
42276,16,-1,373,619581,16,619565
42277,18,-7,59,428738,18,428720
42278,10,-9,739,359954,10,359944
42279,19,-16,946,153872,19,153853
42280,16,-4,875,528635,16,528619
42281,5,0,36,626090,5,626085
42282,8,18,446,1196278,8,1196270
42283,6,-9,31,344280,6,344274
42284,7,5,879,800141,7,800134
42285,14,6,621,840751,14,840737
42286,8,6,214,816874,8,816866
42287,18,3,628,746574,18,746556
42288,16,3,436,745106,16,745090
42289,17,18,519,1212793,17,1212776
42290,17,-4,606,526646,17,526629
42291,15,16,399,1150010,15,1149995
42292,11,4,819,779282,11,779271
42293,11,-3,381,556634,11,556623
42294,5,13,523,1041906,5,1041901
42295,10,-3,226,535242,10,535232
42296,5,7,808,861940,5,861935
42297,7,-12,980,270988,7,270981
42298,10,-5,786,484879,10,484869
42299,13,-7,9,428315,13,428302
42300,20,15,325,1119192,20,1119172
42301,7,-18,473,72581,7,72574
42302,14,14,620,1090248,14,1090234
42303,18,-13,179,242368,18,242350
42304,15,-1,35,616837,15,616822
42305,6,11,85,970282,6,970276
42306,14,18,720,1214095,14,1214081
42307,10,1,117,659662,10,659652
42308,14,-13,315,243395,14,243381
42309,5,-4,221,504396,5,504391
42310,5,10,3,937560,5,937555
42311,8,-18,895,81804,8,81796
42312,18,4,29,773472,18,773454
42313,17,-7,862,434616,17,434599
42314,7,18,387,1195017,7,1195010
42315,5,-16,143,127094,5,127089
42316,17,-12,122,273458,17,273441
42317,9,-11,948,301502,9,301493
42318,20,19,1,1240621,20,1240601
42319,12,-9,292,368721,12,368709
42320,19,-20,58,23217,19,23198
42321,10,10,956,958035,10,958025
42322,5,-18,989,83981,5,83976
42323,7,-12,840,267750,7,267743
42324,14,12,152,1023118,14,1023104
42325,11,8,100,898707,11,898696
42326,7,7,553,856553,7,856546
42327,11,15,511,1120477,11,1120466
42328,12,9,269,930894,12,930882
42329,16,-20,806,29082,16,29066
42330,13,-20,841,29341,13,29328
42331,11,8,276,900134,11,900123
42332,10,13,644,1044617,10,1044607
42333,18,11,794,996621,18,996603
42334,19,-17,916,122297,19,122278
42335,10,-19,508,42484,10,42474
42336,12,11,367,993550,12,993538
42337,9,-20,652,14318,9,14309
42338,11,11,876,997221,11,997210
42339,17,-1,946,623767,17,623750
42340,11,-17,239,117228,11,117217
42341,17,9,954,936181,17,936164
42342,17,7,566,871180,17,871163
42343,12,-2,515,589020,12,589008
42344,17,-18,320,87727,17,87710
42345,18,-1,203,618111,18,618093
42346,10,5,712,796453,10,796443
42347,7,4,233,755742,7,755735
42348,13,1,494,683779,13,683766
42349,15,14,740,1091247,15,1091232
42350,19,-4,169,523363,19,523344
42351,15,-5,48,491217,15,491202
42352,5,11,557,980360,5,980355
42353,13,-4,802,528019,13,528006
42354,10,17,103,1157395,10,1157385
42355,19,9,712,934325,19,934306
42356,15,-19,11,53953,15,53938
42357,10,-1,441,603651,10,603641
42358,6,13,340,1038109,6,1038103
42359,11,6,50,836154,11,836143
42360,12,18,159,1210251,12,1210239
42361,17,-8,218,399443,17,399426
42362,20,-15,419,180863,20,180843
42363,15,-12,789,278294,15,278279
42364,12,3,596,746277,12,746265
42365,12,6,700,841466,12,841454
42366,7,4,946,771269,7,771262
42367,12,5,157,804925,12,804913
42368,18,10,313,962179,18,962161
42369,17,-18,787,90981,17,90964
42370,16,-5,459,494432,16,494416
42371,12,13,367,1055933,12,1055921
42372,11,-9,886,373606,11,373595
42373,8,-7,730,421313,8,421305
42374,18,3,770,747647,18,747629
42375,11,11,293,993037,11,993026
42376,13,3,307,744245,13,744232
42377,16,-19,727,59667,16,59651
42378,18,-19,489,57733,18,57715
42379,14,4,440,776422,14,776408
42380,12,4,782,779017,12,779005
42381,16,-7,161,429499,16,429483
42382,9,-15,64,156688,9,156679
42383,12,-19,400,57132,12,57120
42384,15,14,883,1092355,15,1092340
42385,12,8,376,900903,12,900891
42386,17,-12,617,277002,17,276985
42387,16,-14,848,216130,16,216114
42388,10,7,33,845503,10,845493
42389,9,-9,98,345728,9,345719
42390,20,5,105,804565,20,804545
42391,7,-18,390,70800,7,70793
42392,20,15,247,1118629,20,1118609
42393,20,19,201,1242354,20,1242334
42394,10,-18,36,63173,10,63163
42395,11,1,656,685034,11,685023
42396,7,-13,405,226748,7,226741
42397,12,-18,959,92200,12,92188
42398,7,1,360,665077,7,665070
42399,17,-20,15,8358,17,8341
42400,17,-4,703,527374,17,527357
42401,19,0,411,651210,19,651191
42402,9,-14,210,191171,9,191162
42403,15,17,645,1182649,15,1182634
42404,14,-4,812,528068,14,528054
42405,17,1,576,684449,17,684432
42406,12,7,271,868958,12,868946
42407,15,5,753,809258,15,809243
42408,10,6,815,830716,10,830706
42409,20,-8,657,402535,20,402515
42410,15,5,720,809054,15,809039
42411,13,14,869,1092221,13,1092208
42412,17,-3,987,561667,17,561650
42413,18,-5,807,496858,18,496840
42414,14,1,831,686266,14,686252
42415,19,-10,873,341632,19,341613
42416,5,-8,887,394286,5,394281
42417,19,16,785,1152689,19,1152670
42418,11,-17,438,118718,11,118707
42419,17,-13,412,244004,17,243987
42420,17,5,786,809489,17,809472
42421,10,-8,41,376250,10,376240
42422,18,-20,553,27025,18,27007
42423,14,7,907,873494,14,873480
42424,11,-4,835,528179,11,528168
42425,13,8,905,905044,13,905031
42426,15,17,11,1177919,15,1177904
42427,5,9,948,926881,5,926876
42428,10,18,421,1195741,10,1195731
42429,7,10,987,958585,7,958578
42430,6,6,183,816163,6,816157
42431,12,7,729,872300,12,872288
42432,7,-2,409,571428,7,571421
42433,7,-20,59,1257,7,1250
42434,17,-2,510,588990,17,588973
42435,19,15,26,1116990,19,1116971
42436,16,-17,7,115607,16,115591
42437,7,-19,3,31517,7,31510
42438,14,6,612,840679,14,840665
42439,19,-12,140,273581,19,273562
42440,20,-9,521,370807,20,370787
42441,19,-5,622,495584,19,495565
42442,14,-11,318,306311,14,306297
42443,18,-13,978,248415,18,248397
42444,7,-6,503,447701,7,447694
42445,13,-2,34,585381,13,585368
42446,9,-9,797,361417,9,361408
42447,5,-20,790,17378,5,17373
42448,12,17,828,1184170,12,1184158
42449,11,13,271,1055169,11,1055158
42450,14,-19,275,56133,14,56119
42451,16,7,218,868530,16,868514
42452,6,16,758,1140849,6,1140843
42453,8,-13,589,230966,8,230958
42454,14,19,111,1241667,14,1241653
42455,15,-17,775,121395,15,121380
42456,5,18,767,1202904,5,1202899
42457,14,-6,684,464354,14,464340
42458,9,13,253,1035984,9,1035975
42459,11,18,699,1213994,11,1213983
42460,14,14,127,1086488,14,1086474
42461,7,-19,144,34785,7,34778
42462,6,-3,438,540169,6,540163
42463,12,0,627,652975,12,652963
42464,16,15,724,1122150,16,1122134
42465,15,13,180,1054538,15,1054523
42466,5,-7,226,410629,5,410624
42467,7,11,560,980452,7,980445
42468,5,19,284,1223794,5,1223789
42469,7,-13,15,218620,7,218613
42470,19,-1,718,622131,19,622112
42471,17,8,86,898577,17,898560
42472,11,5,6,803832,11,803821
42473,13,-13,16,241169,13,241156
42474,7,-9,852,362616,7,362609
42475,15,-1,973,623944,15,623929
42476,19,-14,380,212508,19,212489
42477,16,13,131,1054185,16,1054169
42478,11,18,173,1210332,11,1210321
42479,9,-18,659,76547,9,76538
42480,5,7,589,857319,5,857314
42481,6,16,35,1125924,6,1125918
42482,20,-12,324,274963,20,274943
42483,20,-14,875,216327,20,216307
42484,9,-5,58,469133,9,469124
42485,12,-10,486,338681,12,338669
42486,5,15,422,1103308,5,1103303
42487,12,-19,808,60221,12,60209
42488,16,13,852,1059601,16,1059585
42489,11,-20,885,29606,11,29595
42490,19,13,142,1054237,19,1054218
42491,7,-12,257,255056,7,255049
42492,11,13,490,1056821,11,1056810
42493,16,-3,108,554564,16,554548
42494,8,13,946,1050974,8,1050966
42495,7,3,537,730069,7,730062
42496,20,6,215,837326,20,837306
42497,18,8,97,898700,18,898682
42498,18,-11,421,307098,18,307080
42499,7,0,498,636199,7,636192
42500,13,13,592,1057749,13,1057736
42501,10,-3,918,551017,10,551007
42502,8,18,6,1186636,8,1186628
42503,16,9,688,934119,16,934103
42504,5,-10,793,329517,5,329512
42505,13,-20,623,27507,13,27494
42506,17,-3,288,555852,17,555835
42507,14,-10,59,335619,14,335605
42508,15,3,10,741874,15,741859
42509,9,11,13,968738,9,968729
42510,17,-9,690,371894,17,371877
42511,7,12,56,1000336,7,1000329
42512,10,-19,388,39905,10,39895
42513,15,-6,506,463067,15,463052
42514,18,1,959,687337,18,687319
42515,16,-1,794,622673,16,622657
42516,8,4,61,751904,8,751896
42517,10,13,806,1048170,10,1048160
42518,18,-3,248,555545,18,555527
42519,18,-17,287,117618,18,117600
42520,16,13,487,1056806,16,1056790
42521,17,6,688,841290,17,841273
42522,18,-7,995,435712,18,435694
42523,7,-18,590,75136,7,75129
42524,10,-7,774,422287,10,422277
42525,17,2,197,712092,17,712075
42526,19,-3,497,557628,19,557609
42527,14,8,125,898921,14,898907
42528,15,-20,758,28653,15,28638
42529,9,-10,361,320378,9,320369
42530,5,19,987,1239331,5,1239326
42531,5,0,266,631138,5,631133
42532,13,1,612,684674,13,684661
42533,19,4,145,774304,19,774285
42534,5,-18,447,72013,5,72008
42535,7,19,371,1225896,7,1225889
42536,9,18,174,1190632,9,1190623
42537,7,2,627,701893,7,701886
42538,8,16,112,1127389,8,1127381
42539,15,13,462,1056660,15,1056645
42540,20,-15,489,181382,20,181362
42541,6,10,159,940960,6,940954
42542,7,-19,90,33432,7,33425
42543,20,13,845,1059569,20,1059549
42544,9,4,50,751631,9,751622
42545,9,-6,241,442150,9,442141
42546,16,3,231,743633,16,743617
42547,20,7,847,873130,20,873110
42548,11,16,528,1150850,11,1150839
42549,5,19,347,1225273,5,1225268
42550,16,-19,470,57588,16,57572
42551,10,-20,100,2230,10,2220
42552,12,7,811,872868,12,872856
42553,8,-8,478,385206,8,385198
42554,6,6,205,816681,6,816675
42555,11,16,389,1149917,11,1149906
42556,15,-10,744,340691,15,340676
42557,16,-9,259,368488,16,368472
42558,14,3,410,744945,14,744931
42559,6,12,416,1007969,6,1007963
42560,8,-20,15,358,8,350
42561,13,-15,470,181252,13,181239
42562,19,4,212,774787,19,774768
42563,10,-2,555,574597,10,574587
42564,19,-13,339,243548,19,243529
42565,17,8,666,903229,17,903212
42566,14,-11,97,304456,14,304442
42567,12,-16,853,153165,12,153153
42568,6,4,460,760513,6,760507
42569,10,-12,728,265183,10,265173
42570,7,0,21,625709,7,625702
42571,12,-16,228,148671,12,148659
42572,6,7,40,845676,6,845670
42573,12,-11,875,310590,12,310578
42574,10,-20,177,4059,10,4049
42575,16,-8,372,400518,16,400502
42576,7,14,159,1065470,7,1065463
42577,6,-13,552,230096,6,230090
42578,19,4,440,776431,19,776412
42579,15,14,27,1085582,15,1085567
42580,15,-17,693,120693,15,120678
42581,18,19,426,1244358,18,1244340
42582,16,1,457,683456,16,683440
42583,19,-2,527,589115,19,589096
42584,13,18,406,1212044,13,1212031
42585,20,16,796,1152801,20,1152781
42586,16,-7,385,431265,16,431249
42587,9,19,6,1217565,9,1217556
42588,18,-18,395,88274,18,88256
42589,13,16,940,1153815,13,1153802
42590,17,-6,339,461801,17,461784
42591,12,16,986,1154152,12,1154140
42592,7,12,736,1015146,7,1015139
42593,16,15,138,1117833,16,1117817
42594,8,-6,535,448341,8,448333
42595,5,-13,782,235403,5,235398
42596,8,-3,96,532466,8,532458
42597,5,-19,897,50898,5,50893
42598,20,-5,79,491468,20,491448
42599,11,15,872,1123142,11,1123131
42600,6,19,164,1221123,6,1221117
42601,15,-20,76,23364,15,23349
42602,6,7,775,861149,6,861143
42603,15,11,766,996384,15,996369
42604,10,9,756,922569,10,922559
42605,17,6,152,836921,17,836904
42606,7,19,881,1237166,7,1237159
42607,7,-17,637,107247,7,107240
42608,8,-13,21,218761,8,218753
42609,15,-12,287,274628,15,274613
42610,9,8,897,894676,9,894667
42611,5,-12,881,268763,5,268758
42612,18,-16,462,150473,18,150455
42613,11,13,738,1058726,11,1058715
42614,10,1,963,677944,10,677934
42615,9,13,432,1040055,9,1040046
42616,15,-3,515,557763,15,557748
42617,11,11,939,997654,11,997643
42618,6,16,437,1134603,6,1134597
42619,20,-2,292,587359,20,587339
42620,17,14,87,1086124,17,1086107
42621,14,-7,471,431882,14,431868
42622,15,-3,953,561438,15,561423
42623,9,7,674,859139,9,859130
42624,16,-19,0,53889,16,53873
42625,14,-8,925,404408,14,404394
42626,17,-16,167,148131,17,148114
42627,13,16,872,1153299,13,1153286
42628,16,16,851,1153186,16,1153170
42629,14,8,131,898956,14,898942
42630,17,-12,502,276281,17,276264
42631,12,15,61,1117243,12,1117231
42632,9,-17,345,100899,9,100890
42633,12,-15,222,179335,12,179323
42634,5,-15,81,157065,5,157060
42635,8,-14,654,201010,8,201002
42636,18,-4,510,525972,18,525954
42637,11,-18,549,89282,11,89271
42638,6,16,533,1136509,6,1136503
42639,17,-11,253,305701,17,305684
42640,18,8,488,901838,18,901820
42641,6,7,222,849474,6,849468
42642,20,-12,208,273989,20,273969
42643,17,-14,437,212913,17,212896
42644,7,-7,390,414353,7,414346
42645,11,-14,904,216537,11,216526
42646,5,-12,899,269195,5,269190
42647,6,-12,344,257125,6,257119
42648,17,6,648,840993,17,840976
42649,13,-5,324,493538,13,493525
42650,10,8,299,881738,10,881728
42651,15,12,887,1028749,15,1028734
42652,6,6,762,829422,6,829416
42653,8,10,595,950336,8,950328
42654,8,-7,398,414579,8,414571
42655,16,1,577,684462,16,684446
42656,18,-10,346,337574,18,337556
42657,13,-11,967,311289,13,311276
42658,11,-18,676,90177,11,90166
42659,14,-5,682,495974,14,495960
42660,11,-16,132,147927,11,147916
42661,5,11,129,971222,5,971217
42662,15,-16,613,151538,15,151523
42663,5,-2,203,567099,5,567094
42664,18,-18,574,89424,18,89406
42665,14,-20,364,25613,14,25599
42666,17,1,100,680616,17,680599
42667,15,0,46,648604,15,648589
42668,20,-1,344,619355,20,619335
42669,9,3,247,724210,9,724201
42670,6,-15,166,158976,6,158970
42671,17,7,448,870397,17,870380
42672,12,5,796,809554,12,809542
42673,16,8,628,902946,16,902930
42674,16,-4,844,528249,16,528233
42675,20,15,703,1121951,20,1121931
42676,8,0,74,626867,8,626859
42677,8,3,392,727275,8,727267
42678,6,-2,900,582079,6,582073
42679,8,16,879,1143366,8,1143358
42680,9,4,372,758632,9,758623
42681,19,-18,463,88781,19,88762
42682,7,-14,146,189652,7,189645
42683,7,-4,882,518365,7,518358
42684,13,-2,530,589123,13,589110
42685,16,-13,819,247127,16,247111
42686,19,-12,905,279320,19,279301
42687,10,-16,816,141535,10,141525
42688,9,18,844,1204608,9,1204599
42689,12,-12,436,275654,12,275642
42690,8,-13,603,231239,8,231231
42691,20,0,712,653738,20,653718
42692,8,-14,155,189860,8,189852
42693,20,-3,966,561527,20,561507
42694,13,18,495,1212578,13,1212565
42695,16,-9,234,368269,16,368253
42696,15,-3,88,554386,15,554371
42697,13,-1,70,617101,13,617088
42698,6,-14,892,205876,6,205870
42699,8,2,494,699129,8,699121
42700,20,-14,484,213236,20,213216
42701,5,1,793,674242,5,674237
42702,17,-1,733,622248,17,622231
42703,15,2,320,712988,15,712973
42704,8,-2,695,577693,8,577685
42705,7,-18,273,68457,7,68450
42706,8,7,483,855215,8,855207
42707,8,10,891,956644,8,956636
42708,12,9,411,932014,12,932002
42709,9,-6,700,451852,9,451843
42710,19,-7,346,430962,19,430943
42711,14,-1,31,616770,14,616756
42712,18,-3,508,557723,18,557705
42713,12,-4,636,526870,12,526858
42714,14,5,822,809778,14,809764
42715,10,-19,981,52536,10,52526
42716,6,7,843,862702,6,862696
42717,10,6,823,830836,10,830826
42718,9,-12,184,253401,9,253392
42719,7,-13,768,234991,7,234984
42720,8,15,130,1097321,8,1097313
42721,5,9,781,923211,5,923206
42722,14,-19,135,55093,14,55079
42723,14,-16,566,151165,14,151151
42724,8,-9,31,344288,8,344280
42725,14,15,613,1121279,14,1121265
42726,5,-6,86,438545,5,438540
42727,5,7,404,853524,5,853519
42728,13,-15,161,178966,13,178953
42729,18,5,927,810596,18,810578
42730,11,-16,389,149737,11,149726
42731,6,13,701,1045804,6,1045798
42732,13,12,437,1025268,13,1025255
42733,9,13,85,1032572,9,1032563
42734,7,-16,778,140777,7,140770
42735,11,-3,599,558511,11,558500
42736,9,-5,237,473258,9,473249
42737,11,-19,625,58940,11,58929
42738,9,-14,202,190917,9,190908
42739,6,-16,581,136632,6,136626
42740,5,10,590,950185,5,950180
42741,18,10,623,964740,18,964722
42742,8,-7,193,409913,8,409905
42743,18,8,607,902738,18,902720
42744,14,13,917,1059966,14,1059952
42745,14,-10,405,337991,14,337977
42746,12,9,95,929764,12,929752
42747,14,11,12,990956,14,990942
42748,8,16,634,1138555,8,1138547
42749,10,3,132,721659,10,721649
42750,13,14,101,1086264,13,1086251
42751,14,6,795,842132,14,842118
42752,20,-20,892,29678,20,29658
42753,10,-6,25,437419,10,437409
42754,5,-4,85,501207,5,501202
42755,8,3,558,730584,8,730576
42756,16,8,881,904770,16,904754
42757,14,16,184,1148444,14,1148430
42758,20,0,579,652650,20,652630
42759,17,-6,453,462601,17,462584
42760,13,5,600,808193,13,808180
42761,17,-16,869,153384,17,153367
42762,13,-9,962,374128,13,374115
42763,10,-5,269,473963,10,473953
42764,11,-3,943,561339,11,561328
42765,15,-5,15,490866,15,490851
42766,5,11,894,987741,5,987736
42767,18,6,742,841758,18,841740
42768,20,16,278,1149146,20,1149126
42769,20,7,813,872883,20,872863
42770,17,3,185,743270,17,743253
42771,13,4,194,774634,13,774621
42772,19,12,212,1023636,19,1023617
42773,20,-6,844,465528,20,465508
42774,7,-3,989,552565,7,552558
42775,10,-11,108,283450,10,283440
42776,14,13,814,1059359,14,1059345
42777,6,-5,117,470668,6,470662
42778,13,15,662,1121655,13,1121642
42779,12,17,225,1179525,12,1179513
42780,17,-11,471,307513,17,307496
42781,15,0,147,649321,15,649306
42782,7,-4,219,504323,7,504316
42783,8,-14,979,207854,8,207846
42784,10,10,756,953722,10,953712
42785,20,16,855,1153207,20,1153187
42786,18,-12,889,279169,18,279151
42787,14,-11,421,307102,14,307088
42788,6,5,388,789649,6,789643
42789,8,8,388,883709,8,883701
42790,7,18,601,1199340,7,1199333
42791,5,-17,407,102091,5,102086
42792,18,-10,795,341069,18,341051
42793,8,-10,35,313431,8,313423
42794,5,-5,605,481196,5,481191
42795,10,5,392,789704,10,789694
42796,17,-13,545,245043,17,245026
42797,13,2,360,713324,13,713311
42798,19,6,871,842724,19,842705
42799,14,0,559,652453,14,652439
42800,11,-1,713,622108,11,622097
42801,17,-6,919,466102,17,466085
42802,15,-6,634,464009,15,463994
42803,15,-16,589,151321,15,151306
42804,16,-3,406,556798,16,556782
42805,17,8,791,904210,17,904193
42806,12,19,524,1245140,12,1245128
42807,20,-17,139,116504,20,116484
42808,19,19,869,1247833,19,1247814
42809,16,18,975,1216158,16,1216142
42810,16,-5,154,492157,16,492141
42811,19,-3,32,554045,19,554026
42812,9,8,991,896745,9,896736
42813,14,17,686,1182950,14,1182936
42814,5,-19,177,35521,5,35516
42815,5,5,460,791161,5,791156
42816,5,-18,568,74608,5,74603
42817,9,-4,297,505955,9,505946
42818,12,-15,825,183968,12,183956
42819,13,-4,493,525784,13,525771
42820,12,-2,669,590160,12,590148
42821,16,15,762,1122435,16,1122419
42822,6,16,491,1135633,6,1135627
42823,14,6,825,842389,14,842375
42824,8,18,845,1204635,8,1204627
42825,9,12,516,1010099,9,1010090
42826,14,-17,357,118122,14,118108
42827,14,-18,847,91316,14,91302
42828,7,-14,577,199205,7,199198
42829,11,-20,692,28152,11,28141
42830,8,-11,967,301987,8,301979
42831,7,14,190,1065977,7,1065970
42832,6,18,898,1205776,6,1205770
42833,13,-8,234,399564,13,399551
42834,17,-18,908,91809,17,91792
42835,19,5,900,810343,19,810324
42836,9,-16,240,129305,9,129296
42837,17,11,763,996364,17,996347
42838,6,3,171,722446,6,722440
42839,10,17,54,1156517,10,1156507
42840,14,-20,381,25756,14,25742
42841,11,11,971,997829,11,997818
42842,19,-15,997,185381,19,185362
42843,13,-10,530,338982,13,338969
42844,19,-13,598,245433,19,245414
42845,10,-19,42,32372,10,32362
42846,10,15,58,1095744,10,1095734
42847,16,-20,344,25518,16,25502
42848,8,-18,213,67030,8,67022
42849,10,-19,229,36605,10,36595
42850,11,13,725,1058617,11,1058606
42851,15,18,135,1210030,15,1210015
42852,14,-3,964,561509,14,561495
42853,9,-16,839,141974,9,141965
42854,7,-4,163,502908,7,502901
42855,19,-14,556,213789,19,213770
42856,9,8,563,887567,9,887558
42857,11,-10,819,341236,11,341225
42858,7,7,10,844975,7,844968
42859,18,-8,65,398443,18,398425
42860,5,-4,823,516872,5,516867
42861,19,7,271,868967,19,868948
42862,5,12,816,1016795,5,1016790
42863,13,-14,919,216680,13,216667
42864,16,-11,151,304916,16,304900
42865,20,-20,537,26887,20,26867
42866,14,-2,145,586186,14,586172
42867,12,2,580,714923,12,714911
42868,15,2,523,714585,15,714570
42869,18,-9,568,371199,18,371181
42870,18,-2,758,590807,18,590789
42871,19,11,824,996800,19,996781
42872,11,-4,177,523420,11,523409
42873,16,-18,122,86147,16,86131
42874,14,1,107,680652,14,680638
42875,13,6,241,837563,13,837550
42876,10,-4,411,508542,10,508532
42877,12,-6,441,462486,12,462474
42878,8,-16,598,137036,8,137028
42879,17,-11,172,305091,17,305074
42880,11,-9,886,373607,11,373596
42881,9,7,565,856819,9,856810
42882,19,18,926,1215731,19,1215712
42883,5,-9,733,359754,5,359749
42884,8,2,424,697772,8,697764
42885,5,6,539,824524,5,824519
42886,17,-11,973,311326,17,311309
42887,10,-18,245,67840,10,67830
42888,17,-10,732,340588,17,340571
42889,18,-20,662,27895,18,27877
42890,13,6,425,839170,13,839157
42891,20,-14,772,215577,20,215557
42892,14,6,396,838949,14,838935
42893,5,6,221,817106,5,817101
42894,19,13,929,1060126,19,1060107
42895,12,-12,734,277859,12,277847
42896,20,3,457,745252,20,745232
42897,17,16,372,1149827,17,1149810
42898,13,-7,322,430799,13,430786
42899,6,2,55,689782,6,689776
42900,15,-3,460,557331,15,557316
42901,16,2,943,717496,16,717480
42902,9,11,269,974013,9,974004
42903,16,18,867,1215280,16,1215264
42904,7,-7,352,413512,7,413505
42905,17,-14,955,216897,17,216880
42906,20,1,201,681477,20,681457
42907,20,14,300,1087754,20,1087734
42908,17,18,337,1211571,17,1211554
42909,6,8,811,892934,6,892928
42910,17,-18,713,90438,17,90421
42911,10,-16,111,126497,10,126487
42912,11,-2,693,590366,11,590355
42913,13,19,679,1246276,13,1246263
42914,15,13,475,1056742,15,1056727
42915,7,14,873,1081407,7,1081400
42916,13,13,680,1058348,13,1058335
42917,14,-8,212,399404,14,399390
42918,17,-15,177,179055,17,179038
42919,7,-17,173,97042,7,97035
42920,15,7,446,870363,15,870348
42921,16,-10,467,338548,16,338532
42922,9,10,939,957727,9,957718
42923,18,-3,797,560205,18,560187
42924,7,-1,513,605183,7,605176
42925,7,-13,365,226020,7,226013
42926,15,18,473,1212459,15,1212444
42927,19,-2,682,590269,19,590250
42928,10,6,599,825842,10,825832
42929,5,-10,588,325349,5,325344
42930,16,-19,282,56218,16,56202
42931,5,-3,268,536215,5,536210
42932,6,-13,261,223938,6,223932
42933,11,12,940,1029325,11,1029314
42934,7,13,205,1035110,7,1035103
42935,16,6,102,836501,16,836485
42936,15,16,323,1149454,15,1149439
42937,18,-13,78,241614,18,241596
42938,6,17,773,1171698,6,1171692
42939,18,-10,977,342448,18,342430
42940,20,11,924,997622,20,997602
42941,6,7,672,859070,6,859064
42942,7,-12,238,254666,7,254659
42943,8,0,695,640616,8,640608
42944,9,1,166,660782,9,660773
42945,12,-7,839,434411,12,434399
42946,10,-17,150,96571,10,96561
42947,19,15,718,1122118,19,1122099
42948,7,8,498,886113,7,886106
42949,6,12,58,1000393,6,1000387
42950,8,8,16,875502,8,875494
42951,10,-19,949,51921,10,51911
42952,20,13,841,1059538,20,1059518
42953,8,-13,723,233834,8,233826
42954,19,-12,935,279551,19,279532
42955,13,13,535,1057200,13,1057187
42956,11,-1,391,619674,11,619663
42957,17,-9,438,370070,17,370053
42958,17,1,881,686632,17,686615
42959,13,16,297,1149271,13,1149258
42960,18,3,173,743143,18,743125
42961,12,17,732,1183356,12,1183344
42962,12,4,25,773433,12,773421
42963,9,8,870,894056,9,894047
42964,8,-16,537,135705,8,135697
42965,16,-3,375,556576,16,556560
42966,20,13,0,1053241,20,1053221
42967,5,12,218,1003889,5,1003884
42968,15,-2,425,588314,15,588299
42969,14,8,627,902923,14,902909
42970,11,-7,981,435571,11,435560
42971,13,-17,784,121445,13,121432
42972,5,-16,254,129542,5,129537
42973,12,-15,714,183086,12,183074
42974,19,0,174,649549,19,649530
42975,17,-9,542,370995,17,370978
42976,13,2,524,714587,13,714574
42977,19,15,718,1122127,19,1122108
42978,17,10,64,960310,17,960293
42979,20,1,294,682188,20,682168
42980,15,-3,293,555903,15,555888
42981,11,-1,357,619482,11,619471
42982,6,8,4,875242,6,875236
42983,19,-19,734,59781,19,59762
